,0
761,5.0
762,7.0
763,11.0
764,7.0
765,11.0
766,7.0
767,7.0
768,11.0
769,3.0
770,4.0
771,4.0
772,7.0
773,4.0
774,3.0
775,12.0
776,3.0
777,7.0
778,3.0
779,11.0
780,3.0
781,7.0
782,9.0
783,7.0
784,5.0
785,7.0
786,3.0
787,7.0
788,5.0
789,5.0
790,3.0
791,3.0
792,7.0
793,7.0
794,7.0
795,3.0
796,7.0
797,2.0
798,3.0
799,8.0
800,7.0
801,7.0
802,11.0
803,7.0
804,6.0
805,11.0
806,11.0
807,7.0
808,11.0
809,7.0
810,3.0
811,2.0
812,3.0
813,3.0
814,3.0
815,6.0
816,4.0
817,7.0
818,4.0
819,4.0
820,11.0
821,11.0
822,3.0
823,9.0
824,9.0
825,7.0
826,3.0
827,7.0
828,11.0
829,3.0
