,0
1024,7.0
1025,7.0
1026,7.0
1027,5.0
1028,3.0
1029,11.0
1030,7.0
1031,7.0
1032,3.0
1033,7.0
1034,7.0
1035,3.0
1036,11.0
1037,3.0
1038,7.0
1039,3.0
1040,11.0
1041,7.0
1042,7.0
1043,9.0
1044,3.0
1045,11.0
1046,6.0
1047,7.0
1048,9.0
1049,11.0
1050,7.0
1051,7.0
1052,11.0
1053,7.0
1054,4.0
1055,3.0
1056,8.0
1057,7.0
1058,11.0
1059,11.0
1060,11.0
1061,8.0
1062,7.0
1063,8.0
1064,3.0
1065,2.0
1066,9.0
1067,11.0
1068,8.0
1069,3.0
1070,7.0
1071,7.0
1072,11.0
1073,7.0
1074,5.0
1075,4.0
1076,3.0
1077,2.0
1078,11.0
1079,6.0
1080,5.0
1081,4.0
1082,7.0
1083,11.0
1084,5.0
1085,16.0
1086,6.0
1087,7.0
1088,11.0
1089,3.0
1090,4.0
1091,11.0
1092,8.0
1093,8.0
1094,7.0
1095,3.0
1096,3.0
1097,9.0
1098,4.0
1099,11.0
1100,7.0
1101,7.0
1102,7.0
1103,7.0
1104,3.0
1105,11.0
1106,11.0
1107,7.0
1108,7.0
1109,7.0
1110,10.0
1111,11.0
1112,5.0
1113,11.0
1114,11.0
1115,7.0
1116,11.0
1117,6.0
1118,11.0
1119,3.0
1120,6.0
1121,8.0
1122,7.0
1123,12.0
1124,8.0
1125,11.0
1126,9.0
1127,4.0
1128,7.0
1129,7.0
1130,2.0
1131,4.0
1132,11.0
1133,3.0
1134,13.0
1135,11.0
1136,7.0
1137,11.0
1138,7.0
1139,2.0
1140,7.0
1141,3.0
1142,8.0
1143,4.0
1144,4.0
1145,3.0
1146,3.0
1147,9.0
1148,4.0
1149,9.0
1150,3.0
1151,9.0
1152,11.0
1153,8.0
1154,11.0
1155,3.0
1156,9.0
1157,11.0
1158,13.0
1159,12.0
1160,11.0
1161,7.0
1162,11.0
1163,7.0
1164,11.0
1165,7.0
1166,6.0
1167,11.0
1168,8.0
1169,11.0
1170,5.0
1171,3.0
1172,4.0
1173,11.0
1174,11.0
1175,10.0
1176,4.0
1177,5.0
1178,7.0
1179,7.0
1180,11.0
1181,3.0
1182,11.0
1183,7.0
1184,9.0
1185,11.0
1186,11.0
1187,11.0
1188,8.0
1189,12.0
1190,8.0
1191,4.0
1192,3.0
1193,3.0
1194,7.0
1195,7.0
1196,7.0
1197,11.0
1198,11.0
1199,3.0
1200,8.0
1201,7.0
1202,11.0
1203,7.0
1204,4.0
1205,4.0
1206,7.0
1207,7.0
1208,7.0
1209,2.0
1210,11.0
1211,11.0
1212,11.0
1213,6.0
1214,3.0
1215,11.0
1216,11.0
1217,8.0
1218,7.0
1219,7.0
1220,4.0
1221,4.0
1222,11.0
1223,8.0
1224,11.0
1225,7.0
1226,11.0
1227,11.0
1228,11.0
1229,7.0
1230,11.0
1231,9.0
1232,7.0
1233,8.0
1234,7.0
1235,11.0
1236,11.0
1237,11.0
1238,3.0
1239,8.0
1240,5.0
1241,9.0
1242,11.0
1243,8.0
1244,7.0
1245,12.0
1246,11.0
1247,7.0
1248,7.0
1249,8.0
1250,7.0
1251,11.0
1252,7.0
1253,4.0
1254,11.0
1255,11.0
1256,3.0
1257,8.0
1258,3.0
1259,11.0
1260,11.0
1261,11.0
1262,4.0
1263,3.0
1264,8.0
1265,12.0
1266,7.0
1267,11.0
1268,3.0
1269,7.0
1270,8.0
1271,3.0
1272,3.0
1273,11.0
1274,7.0
1275,4.0
1276,11.0
1277,11.0
1278,11.0
1279,11.0
1280,7.0
1281,11.0
1282,7.0
1283,11.0
1284,3.0
1285,7.0
1286,7.0
1287,11.0
1288,11.0
1289,7.0
1290,12.0
1291,3.0
1292,3.0
1293,3.0
1294,3.0
1295,7.0
1296,7.0
1297,11.0
1298,7.0
1299,7.0
1300,12.0
1301,7.0
1302,11.0
1303,3.0
1304,11.0
1305,8.0
1306,11.0
1307,3.0
1308,8.0
1309,3.0
1310,11.0
1311,7.0
1312,11.0
1313,3.0
1314,9.0
1315,6.0
1316,4.0
1317,6.0
1318,11.0
1319,10.0
1320,7.0
1321,11.0
1322,11.0
1323,11.0
1324,11.0
1325,10.0
1326,3.0
1327,8.0
1328,11.0
1329,5.0
1330,11.0
1331,8.0
1332,7.0
1333,11.0
1334,8.0
1335,11.0
1336,11.0
1337,7.0
1338,11.0
1339,12.0
1340,7.0
1341,9.0
1342,9.0
1343,8.0
1344,11.0
1345,11.0
1346,11.0
1347,11.0
1348,9.0
1349,12.0
1350,3.0
1351,9.0
1352,11.0
1353,7.0
1354,3.0
1355,4.0
1356,11.0
1357,7.0
1358,12.0
1359,7.0
1360,4.0
1361,11.0
1362,1.0
1363,11.0
1364,11.0
1365,11.0
1366,11.0
1367,7.0
1368,13.0
1369,4.0
1370,3.0
1371,11.0
1372,7.0
1373,7.0
1374,12.0
1375,7.0
1376,3.0
1377,9.0
1378,8.0
1379,7.0
1380,7.0
1381,11.0
1382,11.0
1383,11.0
1384,7.0
1385,9.0
1386,7.0
1387,11.0
1388,3.0
1389,6.0
1390,11.0
1391,8.0
1392,4.0
1393,11.0
1394,9.0
1395,11.0
1396,3.0
1397,11.0
1398,11.0
1399,10.0
1400,11.0
1401,16.0
1402,11.0
1403,11.0
1404,11.0
1405,7.0
1406,11.0
1407,11.0
1408,12.0
1409,4.0
1410,8.0
1411,9.0
1412,8.0
1413,12.0
1414,11.0
1415,3.0
1416,7.0
1417,9.0
1418,8.0
1419,7.0
1420,11.0
1421,11.0
1422,11.0
1423,7.0
1424,11.0
1425,7.0
1426,3.0
1427,9.0
1428,4.0
1429,4.0
1430,11.0
1431,8.0
1432,11.0
1433,11.0
1434,12.0
1435,7.0
1436,7.0
1437,12.0
1438,12.0
1439,11.0
1440,7.0
1441,12.0
1442,11.0
1443,7.0
1444,7.0
1445,11.0
1446,8.0
1447,11.0
1448,4.0
1449,11.0
1450,11.0
1451,7.0
1452,9.0
1453,7.0
1454,7.0
1455,11.0
1456,10.0
1457,11.0
1458,9.0
1459,11.0
1460,7.0
1461,11.0
1462,3.0
1463,2.0
1464,7.0
1465,11.0
1466,7.0
1467,12.0
1468,11.0
1469,11.0
1470,13.0
1471,11.0
1472,11.0
1473,11.0
1474,12.0
1475,9.0
1476,11.0
1477,11.0
1478,11.0
1479,8.0
1480,8.0
1481,11.0
1482,8.0
1483,7.0
1484,11.0
1485,11.0
1486,11.0
1487,3.0
1488,7.0
1489,12.0
1490,8.0
1491,8.0
1492,11.0
1493,4.0
1494,9.0
1495,4.0
1496,5.0
1497,2.0
1498,11.0
1499,11.0
1500,11.0
1501,8.0
1502,7.0
1503,8.0
1504,11.0
1505,7.0
1506,8.0
1507,5.0
1508,11.0
1509,11.0
1510,11.0
1511,7.0
1512,11.0
1513,8.0
1514,7.0
1515,8.0
1516,6.0
1517,9.0
1518,7.0
1519,7.0
1520,5.0
1521,7.0
1522,11.0
1523,7.0
1524,11.0
1525,11.0
1526,3.0
1527,11.0
1528,9.0
1529,12.0
1530,11.0
1531,11.0
1532,9.0
1533,3.0
1534,9.0
1535,11.0
1536,11.0
1537,11.0
1538,7.0
1539,11.0
1540,11.0
1541,13.0
1542,11.0
1543,12.0
1544,7.0
1545,7.0
1546,8.0
1547,11.0
1548,11.0
1549,7.0
1550,11.0
1551,11.0
1552,11.0
1553,12.0
1554,7.0
1555,11.0
1556,11.0
1557,11.0
1558,12.0
1559,11.0
1560,11.0
1561,13.0
1562,13.0
1563,11.0
1564,11.0
1565,11.0
1566,13.0
1567,14.0
1568,8.0
1569,7.0
1570,8.0
1571,10.0
1572,3.0
1573,11.0
1574,11.0
1575,11.0
1576,11.0
1577,8.0
1578,8.0
1579,11.0
1580,11.0
1581,12.0
1582,8.0
1583,7.0
1584,14.0
1585,3.0
1586,7.0
1587,7.0
1588,11.0
1589,7.0
1590,10.0
1591,12.0
1592,11.0
1593,12.0
1594,8.0
1595,8.0
1596,8.0
1597,11.0
1598,10.0
1599,11.0
1600,7.0
1601,11.0
1602,11.0
1603,11.0
1604,12.0
1605,8.0
1606,7.0
1607,7.0
1608,12.0
1609,8.0
1610,11.0
1611,9.0
1612,7.0
1613,11.0
1614,8.0
1615,4.0
1616,7.0
1617,9.0
1618,11.0
1619,11.0
1620,7.0
1621,11.0
1622,11.0
1623,9.0
1624,11.0
1625,2.0
1626,7.0
1627,11.0
1628,11.0
1629,11.0
1630,8.0
1631,12.0
1632,11.0
1633,8.0
1634,7.0
1635,8.0
1636,8.0
1637,11.0
1638,11.0
1639,9.0
1640,7.0
1641,7.0
1642,4.0
1643,8.0
1644,11.0
1645,10.0
1646,11.0
1647,7.0
1648,11.0
1649,10.0
1650,9.0
1651,12.0
1652,7.0
1653,3.0
1654,11.0
1655,11.0
1656,9.0
1657,11.0
1658,4.0
1659,8.0
1660,8.0
1661,12.0
1662,3.0
1663,12.0
1664,11.0
1665,9.0
1666,3.0
1667,14.0
1668,5.0
1669,12.0
1670,8.0
1671,9.0
1672,9.0
1673,8.0
1674,11.0
1675,8.0
1676,11.0
1677,12.0
1678,12.0
1679,5.0
1680,8.0
1681,11.0
1682,7.0
1683,11.0
1684,12.0
1685,8.0
1686,12.0
1687,4.0
1688,8.0
1689,3.0
1690,9.0
1691,7.0
1692,7.0
1693,7.0
1694,9.0
1695,11.0
1696,5.0
1697,4.0
1698,5.0
1699,5.0
1700,12.0
1701,11.0
1702,11.0
1703,8.0
1704,8.0
1705,8.0
1706,11.0
1707,11.0
1708,10.0
1709,7.0
1710,11.0
1711,8.0
1712,13.0
1713,8.0
1714,11.0
1715,11.0
1716,11.0
1717,3.0
1718,4.0
1719,11.0
1720,12.0
1721,5.0
1722,5.0
1723,12.0
1724,12.0
1725,11.0
1726,7.0
1727,3.0
1728,7.0
1729,10.0
1730,12.0
1731,7.0
1732,6.0
1733,4.0
1734,14.0
1735,11.0
1736,12.0
1737,11.0
1738,8.0
1739,12.0
1740,7.0
1741,12.0
1742,13.0
1743,4.0
